grade,subject_code,subject_label,skill_code,chapter_code,content_type,decision,recommended_action,status,content_id,version_id,code,difficulty,structural_pass,approval_candidate,hard_gates_summary,reasons_summary
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106260,106262,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT-PRACTICE-20260726104912-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-METHOD,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106332,106334,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-METHOD-PRACTICE-20260726104942-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,CH-FRENCH-4E-COMPREHENSION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106324,106326,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT-ASSESSMENT-20260726104936-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106320,106322,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT-PRACTICE-20260726104934-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106328,106330,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT-PRACTICE-20260726104939-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,CH-FRENCH-4E-COMPREHENSION,practice,REVIEW,Revue humaine pédagogique requise,draft,106356,106358,DRAFT-0012C-AI-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT-PRACTICE-20260726104948-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,CH-FRENCH-4E-CONJUGATION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106360,106362,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE-ASSESSMENT-20260726104954-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106364,106366,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE-PRACTICE-20260726104954-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106380,106382,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE-PRACTICE-20260726105003-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106384,106386,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE-PRACTICE-20260726105005-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,CH-FRENCH-4E-CONJUGATION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106372,106374,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-INDICATIVE-ASSESSMENT-20260726104959-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106368,106370,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-INDICATIVE-PRACTICE-20260726104959-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106388,106390,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-INDICATIVE-PRACTICE-20260726105009-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106396,106398,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-INDICATIVE-PRACTICE-20260726105012-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,CH-FRENCH-4E-CONJUGATION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106376,106378,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-REWRITE-ASSESSMENT-20260726105003-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106404,106406,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-REWRITE-PRACTICE-20260726105015-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106408,106410,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-REWRITE-PRACTICE-20260726105017-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106416,106418,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-REWRITE-PRACTICE-20260726105020-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,CH-FRENCH-4E-CONJUGATION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106400,106402,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE-ASSESSMENT-20260726105012-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106392,106394,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE-PRACTICE-20260726105010-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106412,106414,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE-PRACTICE-20260726105019-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106444,106446,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE-PRACTICE-20260726105036-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,CH-FRENCH-4E-CONJUGATION,assessment,REVIEW,Revue humaine pédagogique requise,draft,106424,106426,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-TENSE-VALUE-ASSESSMENT-20260726105023-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106420,106422,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-TENSE-VALUE-PRACTICE-20260726105021-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106428,106430,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-TENSE-VALUE-PRACTICE-20260726105026-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,CH-FRENCH-4E-CONJUGATION,practice,REVIEW,Revue humaine pédagogique requise,draft,106448,106450,DRAFT-0012C-AI-ENR-FRENCH-4E-CONJUGATION-TENSE-VALUE-PRACTICE-20260726105036-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,CH-FRENCH-4E-GRAMMAR,assessment,REVIEW,Revue humaine pédagogique requise,draft,106464,106466,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-CLAUSES-ASSESSMENT-20260726105044-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106460,106462,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-CLAUSES-PRACTICE-20260726105040-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,assessment,REVIEW,Revue humaine pédagogique requise,draft,106484,106486,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-ASSESSMENT-20260726105055-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106496,106498,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-PRACTICE-20260726105101-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106500,106502,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-PRACTICE-20260726105102-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106508,106510,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-PRACTICE-20260726105105-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,remediation,REVIEW,Revue humaine pédagogique requise,draft,106492,106494,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-REMEDIATION-20260726105100-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,revision,REVIEW,Revue humaine pédagogique requise,draft,104668,104670,PILOT-0012B-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-REVISION-20260725213215-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,revision,REVIEW,Revue humaine pédagogique requise,draft,104672,104674,PILOT-0012B-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-REVISION-20260725213215-2,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,CH-FRENCH-4E-GRAMMAR,revision,REVIEW,Revue humaine pédagogique requise,draft,104676,104678,PILOT-0012B-AI-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS-REVISION-20260725213215-3,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,CH-FRENCH-4E-GRAMMAR,assessment,REVIEW,Revue humaine pédagogique requise,draft,106488,106490,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-TRANSFORM-ASSESSMENT-20260726105100-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106504,106506,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-TRANSFORM-PRACTICE-20260726105105-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106516,106518,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-TRANSFORM-PRACTICE-20260726105108-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,CH-FRENCH-4E-GRAMMAR,practice,REVIEW,Revue humaine pédagogique requise,draft,106532,106534,DRAFT-0012C-AI-ENR-FRENCH-4E-GRAMMAR-TRANSFORM-PRACTICE-20260726105114-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,CH-FRENCH-4E-NARRATIVE,assessment,REVIEW,Revue humaine pédagogique requise,draft,106548,106550,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION-ASSESSMENT-20260726105126-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106540,106542,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION-PRACTICE-20260726105122-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106544,106546,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION-PRACTICE-20260726105125-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106556,106558,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION-PRACTICE-20260726105129-1,3,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,CH-FRENCH-4E-NARRATIVE,assessment,REVIEW,Revue humaine pédagogique requise,draft,106560,106562,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-PLOT-ASSESSMENT-20260726105130-1,2,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
FR-4E,FRENCH,Français,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,CH-FRENCH-4E-NARRATIVE,practice,REVIEW,Revue humaine pédagogique requise,draft,106552,106554,DRAFT-0012C-AI-ENR-FRENCH-4E-NARRATIVE-PLOT-PRACTICE-20260726105128-1,1,True,False,structural_validity=True | answer_correctness=True | skill_alignment=True | grade_appropriateness=False | executability=True | duplicate_safety=True,Independent pedagogical review is still required.
