grade_code,subject_code,subject_label,chapter_code,chapter_title,chapter_status,skill_code,skill_title,content_type,difficulty,status,decision,structural_pass,active_version,eligible_for_homework,total_count,approved_count,usable_count,draft_count,last_updated_at
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-COMMUNICATION,"Compréhension, expression et interaction",approved,SK-ENR-ENGLISH-4E-COMMUNICATION-WRITE,Rédiger un texte organisé,assessment,2,draft,REVIEW,True,108578,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-COMMUNICATION,"Compréhension, expression et interaction",approved,SK-ENR-ENGLISH-4E-COMMUNICATION-WRITE,Rédiger un texte organisé,practice,2,draft,REVIEW,True,108586,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENGLISH-4E-LANGUAGE,Mobiliser les formes linguistiques et reformuler un message,assessment,2,draft,REVIEW,True,108590,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENGLISH-4E-LANGUAGE,Mobiliser les formes linguistiques et reformuler un message,practice,2,draft,REVIEW,True,108594,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-GRAMMAR,Mobiliser les structures grammaticales attendues,assessment,2,draft,REVIEW,True,108606,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-GRAMMAR,Mobiliser les structures grammaticales attendues,practice,2,draft,REVIEW,True,108582,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-MEDIATION,Reformuler un message pour autrui,assessment,2,draft,REVIEW,True,108602,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-MEDIATION,Reformuler un message pour autrui,practice,2,draft,REVIEW,True,108598,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-PHONOLOGY,Produire une prosodie intelligible,assessment,2,draft,REVIEW,True,108614,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-PHONOLOGY,Produire une prosodie intelligible,practice,2,draft,REVIEW,True,108618,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-TENSE,Choisir temps et aspect,assessment,2,draft,REVIEW,True,108634,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-TENSE,Choisir temps et aspect,practice,2,draft,REVIEW,True,108638,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-VOCAB,Employer un lexique nuancé,assessment,2,draft,REVIEW,True,108610,False,1,0,0,1,
FR-4E,ENGLISH,Anglais,CH-ENGLISH-4E-LANGUAGE,Système linguistique et médiation,approved,SK-ENR-ENGLISH-4E-LANGUAGE-VOCAB,Employer un lexique nuancé,practice,2,draft,REVIEW,True,108622,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-EMC-4E-INFORMATION,Évaluer une information et argumenter de manière raisonnée,exam_practice,2,approved,,,,True,1,1,1,0,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-EMC-4E-INFORMATION,Évaluer une information et argumenter de manière raisonnée,exercise,2,approved,,,,True,1,1,1,0,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-ARGUMENT,Identifier un argument fallacieux,assessment,2,draft,REVIEW,True,108478,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-ARGUMENT,Identifier un argument fallacieux,practice,2,draft,REVIEW,True,108470,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-FACT_OPINION,"Distinguer fait, opinion et croyance",assessment,2,draft,REVIEW,True,108446,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-FACT_OPINION,"Distinguer fait, opinion et croyance",practice,2,draft,REVIEW,True,108454,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-IMAGE,Vérifier le contexte d'une image,assessment,2,draft,REVIEW,True,108486,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-IMAGE,Vérifier le contexte d'une image,practice,2,draft,REVIEW,True,108462,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-PUBLISH,Adopter une publication responsable,assessment,2,draft,REVIEW,True,108458,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-PUBLISH,Adopter une publication responsable,practice,2,draft,REVIEW,True,108482,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-SOURCE,Évaluer la fiabilité d'une source,assessment,2,draft,REVIEW,True,108450,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-INFORMATION,"Information, opinion et esprit critique",approved,SK-ENR-EMC-4E-INFORMATION-SOURCE,Évaluer la fiabilité d'une source,practice,2,draft,REVIEW,True,108466,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-EMC-4E-LIBERTIES,"Confronter libertés, responsabilités et règles de droit",exam_practice,2,approved,,,,True,1,1,1,0,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-EMC-4E-LIBERTIES,"Confronter libertés, responsabilités et règles de droit",exercise,2,approved,,,,True,1,1,1,0,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-ARGUE,Justifier juridiquement une position,assessment,2,draft,REVIEW,True,108510,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-ARGUE,Justifier juridiquement une position,practice,2,draft,REVIEW,True,108498,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-BALANCE,Arbitrer entre libertés concurrentes,assessment,2,draft,REVIEW,True,108514,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-BALANCE,Arbitrer entre libertés concurrentes,practice,2,draft,REVIEW,True,108506,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-LAW,Relier une situation à l'État de droit,assessment,2,draft,REVIEW,True,108494,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-LAW,Relier une situation à l'État de droit,practice,2,draft,REVIEW,True,108522,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-LIBERTY,Identifier une liberté fondamentale,assessment,2,draft,REVIEW,True,108502,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-LIBERTY,Identifier une liberté fondamentale,practice,2,draft,REVIEW,True,108518,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-LIMIT,Expliquer la limite légale d'une liberté,assessment,2,draft,REVIEW,True,108530,False,1,0,0,1,
FR-4E,EMC,EMC,CH-EMC-4E-LIBERTIES,Libertés et État de droit,approved,SK-ENR-EMC-4E-LIBERTIES-LIMIT,Expliquer la limite légale d'une liberté,practice,2,draft,REVIEW,True,108526,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-INTERACT,Interagir dans une situation variée,exam_practice,2,approved,,,,True,1,1,1,0,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-INTERACT,Interagir dans une situation variée,exercise,2,approved,,,,True,1,1,1,0,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-LISTEN,Comprendre un message oral contextualisé,assessment,2,draft,REVIEW,True,109010,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-LISTEN,Comprendre un message oral contextualisé,practice,2,draft,REVIEW,True,109014,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-READ,Comprendre un texte court,assessment,2,draft,REVIEW,True,109034,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-READ,Comprendre un texte court,practice,2,draft,REVIEW,True,109030,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-SPEAK,Produire un propos continu,assessment,2,draft,REVIEW,True,109050,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-SPEAK,Produire un propos continu,practice,2,draft,REVIEW,True,109058,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-WRITE,Rédiger un texte bref,assessment,2,draft,REVIEW,True,109042,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-ENR-SPANISH-4E-COMMUNICATION-WRITE,Rédiger un texte bref,practice,2,draft,REVIEW,True,109046,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-SPANISH-4E-COMMUNICATION,"Comprendre, produire et interagir dans des situations variées",assessment,2,draft,REVIEW,True,109038,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-COMMUNICATION,Communication et interaction,approved,SK-SPANISH-4E-COMMUNICATION,"Comprendre, produire et interagir dans des situations variées",practice,2,draft,REVIEW,True,109066,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-CULTURE,Interpréter un document culturel,assessment,2,draft,REVIEW,True,109070,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-CULTURE,Interpréter un document culturel,practice,2,draft,REVIEW,True,109054,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-GRAMMAR,Utiliser les structures étudiées,assessment,2,draft,REVIEW,True,109062,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-GRAMMAR,Utiliser les structures étudiées,practice,2,draft,REVIEW,True,109074,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-PHONOLOGY,Produire une parole intelligible,assessment,2,draft,REVIEW,True,109082,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-PHONOLOGY,Produire une parole intelligible,practice,2,draft,REVIEW,True,109078,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-TENSE,Employer les temps attendus,assessment,2,draft,REVIEW,True,109086,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-TENSE,Employer les temps attendus,practice,2,draft,REVIEW,True,109134,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-VOCAB,Mobiliser un lexique contextualisé,assessment,2,draft,REVIEW,True,109090,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-ENR-SPANISH-4E-LANGUAGE-VOCAB,Mobiliser un lexique contextualisé,practice,2,draft,REVIEW,True,109094,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-SPANISH-4E-LANGUAGE,Mobiliser la langue pour interpréter des documents culturels,assessment,2,draft,REVIEW,True,109102,False,1,0,0,1,
FR-4E,SPANISH,Espagnol,CH-SPANISH-4E-LANGUAGE,Repères linguistiques et culturels,approved,SK-SPANISH-4E-LANGUAGE,Mobiliser la langue pour interpréter des documents culturels,practice,2,draft,REVIEW,True,109098,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,Prélever une information explicite,assessment,2,draft,REJECT,True,106274,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,Prélever une information explicite,practice,1,draft,REVIEW,True,106262,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,Prélever une information explicite,practice,2,draft,REVIEW,True,106270,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-EXPLICIT,Prélever une information explicite,practice,3,draft,REVIEW,True,106298,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INFER,Construire une inférence,assessment,2,draft,REVIEW,True,106266,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INFER,Construire une inférence,practice,1,draft,REVIEW,True,106278,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INFER,Construire une inférence,practice,2,draft,REVIEW,True,106286,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INFER,Construire une inférence,practice,3,draft,REVIEW,True,106294,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INTERPRET,Justifier une interprétation,assessment,2,draft,REVIEW,True,106290,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INTERPRET,Justifier une interprétation,practice,1,draft,REVIEW,True,106282,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INTERPRET,Justifier une interprétation,practice,2,draft,REVIEW,True,106306,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-INTERPRET,Justifier une interprétation,practice,3,draft,REVIEW,True,106318,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-METHOD,Analyser un procédé,assessment,2,draft,REVIEW,True,106302,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-METHOD,Analyser un procédé,practice,1,draft,REVIEW,True,106314,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-METHOD,Analyser un procédé,practice,2,draft,REVIEW,True,106310,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-METHOD,Analyser un procédé,practice,3,draft,REVIEW,True,106334,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,Identifier un point de vue,assessment,2,draft,REVIEW,True,106326,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,Identifier un point de vue,practice,1,draft,REVIEW,True,106322,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,Identifier un point de vue,practice,2,draft,REVIEW,True,106330,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-ENR-FRENCH-4E-COMPREHENSION-VIEWPOINT,Identifier un point de vue,practice,3,draft,REVIEW,True,106358,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-FRENCH-4E-COMPREHENSION,Mobiliser : Compréhension,exam_practice,2,approved,,,,True,1,1,1,0,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-FRENCH-4E-COMPREHENSION,Mobiliser : Compréhension,exercise,3,approved,,,,True,1,1,1,0,
FR-4E,FRENCH,Français,CH-FRENCH-4E-COMPREHENSION,Compréhension,approved,SK-FRENCH-4E-COMPREHENSION,Mobiliser : Compréhension,worked_example,2,approved,,,,True,1,1,1,0,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,Assurer la cohérence temporelle,assessment,2,draft,REVIEW,True,106362,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,Assurer la cohérence temporelle,practice,1,draft,REVIEW,True,106366,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,Assurer la cohérence temporelle,practice,2,draft,REVIEW,True,106386,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-CONCORDANCE,Assurer la cohérence temporelle,practice,3,draft,REVIEW,True,106382,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,assessment,2,draft,REVIEW,True,106374,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,practice,1,draft,REVIEW,True,106370,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,practice,2,draft,REVIEW,True,106390,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,practice,3,draft,REVIEW,True,106398,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,assessment,2,draft,REVIEW,True,106378,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,practice,1,draft,REVIEW,True,106410,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,practice,2,draft,REVIEW,True,106406,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,practice,3,draft,REVIEW,True,106418,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,assessment,2,draft,REVIEW,True,106402,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,practice,1,draft,REVIEW,True,106394,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,practice,2,draft,REVIEW,True,106414,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,practice,3,draft,REVIEW,True,106446,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,Interpréter la valeur d'un temps,assessment,2,draft,REVIEW,True,106426,False,1,0,0,1,
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,Interpréter la valeur d'un temps,practice,1,draft,REVIEW,True,106430,False,1,0,0,1,
